Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Challenger,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19,1851,29995
Challenger,2015,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Large,Coupe,23,15,1851,38795
Challenger,2015,premium unleaded (recommended),707.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,22,13,1851,58295
Challenger,2015,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,45695
Challenger,2015,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Large,Coupe,23,15,1851,34995
Challenger,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19,1851,26995
Challenger,2016,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,31995
Challenger,2016,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,49195
Challenger,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19,1851,29995
Challenger,2016,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,37995
Challenger,2016,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,34995
Challenger,2016,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,38995
Challenger,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19,1851,26995
Challenger,2016,premium unleaded (recommended),707.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,21,13,1851,65945
Challenger,2016,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,42795
Challenger,2016,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,35995
Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,35890
Challenger,2017,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,37995
Challenger,2017,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,49195
Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,36890
Challenger,2017,premium unleaded (recommended),707.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,21,13,1851,62495
Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,32890
Challenger,2017,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19,1851,26995
Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,39890
Challenger,2017,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,42795
Challenger,2017,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19,1851,29995
Challenger,2017,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,43995
Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,37390
Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,40140
Charger,2015,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,25,15,1851,47995
Charger,2015,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,15,1851,39995
Charger,2015,premium unleaded (recommended),707.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,22,13,1851,62295
Charger,2015,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,33595
Charger,2015,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,Sedan,31,19,1851,27995
Charger,2015,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,36595
Charger,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1851,32995
Charger,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1851,30995
Charger,2015,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,Sedan,31,19,1851,29995
Charger,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,Sedan,31,19,1851,27995
Charger,2016,premium unleaded (recommended),707.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,22,13,1851,65945
Charger,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,31,19,1851,29995
Charger,2016,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,15,1851,39995
Charger,2016,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,25,15,1851,50995
Charger,2016,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,36895
Charger,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,31,19,1851,31995
Charger,2016,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,33895
Charger,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,31,19,1851,30245
Charger,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,Sedan,30,19,1851,27995
Charger,2017,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,34790
Charger,2017,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,25,15,1851,51145
Charger,2017,premium unleaded (recommended),707.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,22,13,1851,65945
Charger,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1851,30245
Charger,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,30,19,1851,29995
Charger,2017,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,39890
Charger,2017,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,15,1851,44995
Charger,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1851,31995
Charger,2017,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,15,1851,39995
Chevy Van,1996,regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,3.0,Other,Midsize,Cargo Van,17,14,1385,2000
Chevy Van,1996,regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,3.0,Other,Large,Cargo Van,17,14,1385,2000
Chevy Van,1997,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Other,Large,Cargo Van,17,14,1385,2000
Chevy Van,1997,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Other,Midsize,Cargo Van,17,14,1385,2000
Chevy Van,1998,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Other,Midsize,Cargo Van,18,13,1385,2050
Chevy Van,1998,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Other,Midsize,Cargo Van,18,13,1385,2052
Chevy Van,1998,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Other,Large,Cargo Van,18,13,1385,2116
Ciera,1995,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Wagon,26,17,26,2000
Ciera,1996,regular unleaded,120.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,29,21,26,2000
Ciera,1996,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Wagon,26,18,26,2000
Cirrus,1998,regular unleaded,168.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,25,17,1013,2107
Cirrus,1999,regular unleaded,168.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,25,17,1013,2202
Cirrus,2000,regular unleaded,168.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,24,16,1013,2373
City Express,2015,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Cargo Minivan,26,24,1385,23515
City Express,2015,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Cargo Minivan,26,24,1385,21955
City Express,2016,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Cargo Minivan,26,24,1385,23515
City Express,2016,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Cargo Minivan,26,24,1385,21955
City Express,2017,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Cargo Minivan,26,24,1385,22405
City Express,2017,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Cargo Minivan,26,24,1385,23515
Civic CRX,1990,regular unleaded,62.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,44,36,2202,2000
Civic CRX,1990,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,24,2202,2000
Civic CRX,1990,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,32,27,2202,2000
Civic CRX,1991,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,24,2202,2000
Civic CRX,1991,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,27,2202,2000
Civic CRX,1991,regular unleaded,62.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,44,36,2202,2000
Civic del Sol,1995,regular unleaded,102.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,Coupe,37,30,2202,2000
Civic del Sol,1995,regular unleaded,125.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,Coupe,32,25,2202,2000
Civic del Sol,1995,regular unleaded,160.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,27,23,2202,2033
Civic del Sol,1996,regular unleaded,106.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,Coupe,35,29,2202,2000
Civic del Sol,1996,regular unleaded,160.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,27,23,2202,2213
Civic del Sol,1996,regular unleaded,125.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,Coupe,33,26,2202,2108
Civic del Sol,1997,regular unleaded,160.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,27,23,2202,2410
Civic del Sol,1997,regular unleaded,106.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,Coupe,35,28,2202,2142
Civic del Sol,1997,regular unleaded,127.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,Coupe,33,26,2202,2322
Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,39,30,2202,24340
Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,41,31,2202,20040
Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,39,30,2202,19990
Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,31,22,2202,24590
Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44,2202,27435
Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,23090
Civic,2015,regular unleaded,143.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,Coupe,36,28,2202,20390
Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,22890
Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,39,30,2202,21190
Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44,2202,25935
Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,24390
Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,39,30,2202,22840
Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,31,22,2202,23290
Civic,2015,natural gas,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,38,27,2202,26740
Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44,2202,26235
Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44,2202,24735
Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,39,30,2202,19290
Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,2.0,Other,Compact,Coupe,38,29,2202,21190
Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,2.0,Other,Compact,Coupe,38,29,2202,24140
Civic,2015,regular unleaded,143.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,Coupe,36,28,2202,18290
Civic,2015,regular unleaded,143.0,4.0,MANUAL,front wheel drive,4.0,Other,Compact,Sedan,36,28,2202,18490
Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,24590
Civic,2015,natural gas,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,38,27,2202,29390
Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,2.0,Other,Compact,Coupe,38,29,2202,22640
Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,31,22,2202,23090
Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,2.0,Other,Compact,Coupe,39,30,2202,19090
Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Other,Compact,Coupe,41,31,2202,26125
Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Other,Compact,Coupe,41,31,2202,23425
Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,42,31,2202,26500
Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Other,Compact,Coupe,41,31,2202,22300
Civic,2016,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,40,27,2202,18640
Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,41,31,2202,22040
Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,42,31,2202,22200
Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,41,31,2202,21040
Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,2.0,Other,Compact,Coupe,41,30,2202,20850
Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,42,31,2202,24700
Civic,2016,regular unleaded,158.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,Coupe,38,26,2202,19050
Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,41,31,2202,19440
Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,42,31,2202,23700
Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,42,31,2202,23200
Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,41,31,2202,20440
Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,2.0,Other,Compact,Coupe,41,30,2202,19850
Civic,2017,regular unleaded,174.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,39,30,2202,19700
Civic,2017,premium unleaded (recommended),180.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,39,30,2202,21300
Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,40,31,2202,25300
Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,40,31,2202,22800
Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,31,2202,20500
Civic,2017,premium unleaded (recommended),180.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,36,30,2202,22100
Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32,2202,26600
Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Coupe,40,31,2202,26225
Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32,2202,22300
Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Coupe,40,31,2202,23525
Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32,2202,23800
Civic,2017,regular unleaded,174.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,42,31,2202,21500
Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,40,31,2202,20540
Civic,2017,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,40,28,2202,18740
Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,2.0,Other,Compact,Coupe,39,30,2202,20950
Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Coupe,40,31,2202,22400
Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32,2202,23300
Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32,2202,24800
Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,40,31,2202,19540
Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,40,31,2202,21140
Civic,2017,regular unleaded,158.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,Coupe,39,28,2202,19150
Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,40,31,2202,22140
Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,2.0,Other,Compact,Coupe,39,30,2202,19950
Civic,2017,regular unleaded,174.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,41,30,2202,21600
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Regular Cab Pickup,18,14,1385,2949
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Regular Cab Pickup,18,14,1385,2992
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Regular Cab Pickup,20,15,1385,2529
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Regular Cab Pickup,18,14,1385,2580
C/K 1500 Series,1997,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,Other,Large,Extended Cab Pickup,19,14,1385,2668
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Regular Cab Pickup,18,14,1385,2583
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Extended Cab Pickup,20,15,1385,2637
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Extended Cab Pickup,20,15,1385,2517
C/K 1500 Series,1997,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Other,Large,Extended Cab Pickup,17,11,1385,3046
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Regular Cab Pickup,20,15,1385,2265
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Extended Cab Pickup,18,14,1385,3046
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Extended Cab Pickup,20,15,1385,2896
C/K 1500 Series,1997,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,Other,Large,Extended Cab Pickup,19,14,1385,2891
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Extended Cab Pickup,20,15,1385,2713
C/K 1500 Series,1997,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Other,Large,Extended Cab Pickup,17,11,1385,3120
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Regular Cab Pickup,18,14,1385,2653
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Regular Cab Pickup,18,14,1385,2541
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Regular Cab Pickup,20,15,1385,2486
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Regular Cab Pickup,20,15,1385,2268
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Regular Cab Pickup,20,15,1385,2207
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Extended Cab Pickup,18,14,1385,2925
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Regular Cab Pickup,20,15,1385,2242
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Regular Cab Pickup,20,15,1385,2554
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Extended Cab Pickup,18,14,1385,3088
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Regular Cab Pickup,18,14,1385,2749
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Extended Cab Pickup,18,14,1385,3220
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Regular Cab Pickup,18,14,1385,2996
C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Regular Cab Pickup,20,15,1385,2366
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Extended Cab Pickup,19,14,1385,3265
C/K 1500 Series,1998,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Other,Large,Extended Cab Pickup,17,12,1385,3676
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Extended Cab Pickup,19,14,1385,3427
C/K 1500 Series,1998,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Other,Large,Extended Cab Pickup,17,12,1385,3470
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Regular Cab Pickup,21,16,1385,2898
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Regular Cab Pickup,19,14,1385,2920
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Regular Cab Pickup,21,16,1385,2580
C/K 1500 Series,1998,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,Other,Large,Extended Cab Pickup,18,13,1385,3357
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Extended Cab Pickup,21,16,1385,2996
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Regular Cab Pickup,19,14,1385,2883
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Extended Cab Pickup,21,16,1385,3094
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Regular Cab Pickup,21,16,1385,2885
C/K 1500 Series,1998,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Other,Large,Extended Cab Pickup,17,12,1385,3419
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Other,Large,Regular Cab Pickup,21,16,1385,2668
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Regular Cab Pickup,19,14,1385,2789
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Other,Large,Regular Cab Pickup,19,14,1385,3321
